no_of_dependents,income_annum,loan_amount,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,scaled_loan_term
0,4500000,14500000,766,6100000,8400000,17200000,6600000,5.0
3,9800000,30300000,612,10700000,4600000,32100000,5600000,5.0
2,5900000,15800000,444,14300000,4300000,20300000,5500000,5.0
0,6800000,27000000,429,17100000,7600000,21400000,9400000,6.111111111111111
2,3300000,13000000,300,5500000,5900000,7400000,3100000,12.777777777777779
0,8600000,29000000,481,21200000,2600000,27700000,5400000,13.88888888888889
2,4500000,12600000,568,6900000,3900000,17800000,2900000,5.0
4,400000,1400000,827,-100000,0,900000,600000,13.88888888888889
1,6300000,23900000,844,16300000,4900000,16800000,4500000,9.444444444444445
4,900000,2900000,560,1500000,900000,3100000,900000,7.222222222222222
3,5100000,18000000,510,13400000,6600000,17200000,7600000,7.222222222222222
2,5300000,12300000,472,10000000,1600000,20400000,3300000,11.666666666666668
2,9800000,37600000,641,24100000,0,23400000,7600000,9.444444444444445
3,4100000,10900000,548,8800000,5200000,13200000,4300000,8.333333333333334
2,4900000,12000000,513,14200000,8100000,18300000,4800000,15.0
0,6000000,15300000,709,8900000,1700000,16400000,3500000,8.333333333333334
2,1700000,5900000,610,3100000,300000,3700000,1300000,12.777777777777779
3,5800000,23000000,361,6000000,10100000,23000000,2800000,12.777777777777779
1,5600000,18000000,531,6500000,9000000,19800000,8400000,9.444444444444445
5,1700000,4300000,517,100000,200000,6200000,1600000,5.0
1,9400000,21000000,443,14100000,2700000,23200000,5600000,10.555555555555555
3,5200000,15200000,650,1300000,5700000,13500000,4100000,12.777777777777779
4,9800000,34100000,740,6500000,16900000,27100000,5100000,11.666666666666668
1,5200000,20500000,407,1100000,3400000,18200000,3800000,9.444444444444445
1,2200000,4900000,509,3800000,0,5400000,2900000,8.333333333333334
4,5100000,18600000,312,9600000,6000000,16500000,5500000,15.0
5,5800000,14000000,418,3900000,10400000,15100000,6800000,11.666666666666668
1,5300000,11500000,848,1300000,3600000,14700000,5700000,11.666666666666668
3,1400000,2700000,625,3100000,1800000,3400000,1000000,8.333333333333334
5,6700000,23600000,854,3000000,3300000,19400000,7500000,11.666666666666668
4,200000,700000,672,200000,200000,300000,300000,9.444444444444445
3,3300000,9300000,324,5300000,2600000,7500000,2000000,10.555555555555555
0,7500000,23000000,725,8900000,4800000,20200000,7100000,11.666666666666668
5,6600000,20100000,348,6900000,2500000,22500000,7200000,13.88888888888889
1,800000,2800000,726,2000000,1300000,3100000,1200000,12.777777777777779
2,6100000,23600000,476,4600000,2900000,22500000,3800000,5.0
1,3000000,9400000,622,600000,3500000,9600000,2000000,6.111111111111111
2,4700000,14000000,784,13400000,2700000,14800000,6900000,10.555555555555555
4,2200000,5100000,308,3200000,2600000,6600000,3100000,7.222222222222222
4,6200000,17300000,837,12600000,3700000,24700000,4600000,7.222222222222222
1,8600000,19600000,498,14800000,3000000,21000000,5300000,12.777777777777779
4,6000000,18000000,882,6700000,2500000,12200000,7500000,13.88888888888889
0,9300000,31900000,331,7100000,11200000,23700000,8000000,5.0
0,2700000,10100000,693,200000,1700000,5900000,1400000,15.0
2,8500000,26900000,538,21300000,16400000,21500000,4600000,7.222222222222222
3,9400000,20500000,645,17400000,13000000,24500000,10200000,7.222222222222222
0,4400000,14700000,638,4000000,2700000,14400000,2700000,12.777777777777779
1,200000,800000,624,600000,0,600000,0,11.666666666666668
1,8300000,28400000,704,1400000,11700000,16900000,11400000,12.777777777777779
5,9200000,34200000,565,500000,13900000,23600000,12300000,6.111111111111111
3,8800000,34600000,386,14800000,16500000,18400000,6000000,8.333333333333334
4,2200000,8200000,737,5800000,2800000,8200000,1400000,11.666666666666668
0,4300000,16900000,884,6500000,5400000,12000000,3700000,8.333333333333334
3,9200000,19500000,742,18300000,9900000,19500000,13700000,10.555555555555555
0,1800000,6900000,853,900000,400000,3700000,1700000,9.444444444444445
2,4700000,16200000,802,2300000,5400000,14800000,6700000,10.555555555555555
3,1600000,5700000,707,3300000,2700000,6200000,2300000,6.111111111111111
2,2000000,5300000,681,4900000,1400000,4300000,2900000,9.444444444444445
2,6600000,22800000,490,6100000,10000000,18000000,6400000,8.333333333333334
4,400000,1100000,644,1000000,300000,1600000,400000,7.222222222222222
0,3500000,11900000,686,4400000,4800000,10100000,2500000,10.555555555555555
0,7300000,28200000,486,15300000,8800000,16400000,7700000,12.777777777777779
3,7400000,25700000,461,5700000,2900000,15100000,5100000,5.0
3,9500000,25500000,881,27000000,14100000,21600000,8900000,10.555555555555555
0,4900000,16300000,479,1600000,6400000,18600000,2700000,11.666666666666668
4,6100000,15300000,573,1100000,9900000,13300000,8400000,11.666666666666668
3,800000,3000000,576,1200000,1300000,2600000,400000,11.666666666666668
5,7300000,26200000,751,1400000,12200000,26700000,10400000,9.444444444444445
4,6300000,13400000,504,10500000,10900000,14500000,9400000,5.0
4,5400000,11500000,705,14600000,3800000,13500000,6100000,15.0
1,6000000,12200000,743,8800000,2600000,20600000,2900000,12.777777777777779
3,2400000,8600000,684,3400000,2400000,6200000,1600000,8.333333333333334
0,3000000,7000000,409,6400000,4900000,8000000,3500000,10.555555555555555
3,1800000,6400000,436,1500000,2900000,4400000,1300000,15.0
1,7400000,26600000,505,2200000,2400000,22400000,3900000,13.88888888888889
4,8200000,25200000,691,5800000,8900000,28500000,10500000,13.88888888888889
4,3000000,10900000,786,7600000,3300000,8000000,3200000,5.0
4,5100000,12200000,511,2700000,6000000,18300000,3400000,11.666666666666668
4,9900000,30000000,496,10400000,8000000,29300000,13800000,13.88888888888889
0,7500000,28900000,632,21700000,10700000,24700000,9900000,9.444444444444445
1,2900000,10900000,445,6600000,2800000,9300000,2600000,15.0
1,2000000,5600000,320,2400000,2300000,4600000,2100000,13.88888888888889
2,1500000,4500000,428,4500000,1200000,5600000,1100000,13.88888888888889
1,8600000,25900000,606,3700000,14900000,32700000,12200000,5.0
3,9000000,19000000,693,18300000,4500000,29600000,7200000,8.333333333333334
0,3300000,10800000,797,600000,6000000,7700000,3300000,10.555555555555555
3,2700000,7800000,870,5400000,5300000,5700000,2100000,11.666666666666668
3,400000,1100000,504,200000,400000,800000,400000,12.777777777777779
5,4700000,14400000,884,9900000,4400000,9300000,3800000,12.777777777777779
4,5100000,15500000,392,6700000,8100000,13600000,6700000,8.333333333333334
3,8000000,26300000,476,21700000,6600000,16400000,9000000,10.555555555555555
0,2700000,8400000,744,1200000,4100000,7500000,2000000,7.222222222222222
5,3800000,12000000,649,6200000,5300000,10300000,4200000,5.0
4,6600000,22100000,887,3600000,3500000,19800000,4700000,7.222222222222222
2,9400000,30000000,565,1200000,3900000,28200000,9000000,12.777777777777779
2,2300000,8800000,336,1800000,800000,5200000,1500000,13.88888888888889
4,6100000,13600000,401,10700000,2000000,20500000,3900000,6.111111111111111
3,3800000,11800000,694,0,500000,8300000,5100000,6.111111111111111
5,3700000,9100000,368,3400000,2400000,8400000,3300000,13.88888888888889
3,4200000,14600000,679,2400000,6900000,8700000,4900000,7.222222222222222
2,8400000,33200000,474,19600000,15000000,25400000,11500000,11.666666666666668
1,5200000,11200000,698,14100000,7600000,18800000,2700000,7.222222222222222
4,1800000,4100000,670,1900000,2900000,4700000,2200000,10.555555555555555
5,4200000,8700000,583,6000000,800000,8500000,2500000,7.222222222222222
2,3000000,7100000,819,5400000,4800000,6000000,2100000,6.111111111111111
3,9600000,34200000,745,2500000,2000000,33000000,6700000,5.0
4,8900000,30100000,747,20600000,12900000,20700000,10300000,5.0
5,4400000,12300000,567,2400000,500000,12900000,6300000,8.333333333333334
5,2000000,6200000,402,4000000,2100000,7200000,1100000,13.88888888888889
4,900000,3300000,649,0,400000,1800000,1200000,9.444444444444445
4,3500000,12000000,314,7700000,100000,12600000,2700000,8.333333333333334
5,8800000,26600000,545,19100000,16600000,30400000,7600000,12.777777777777779
3,7700000,25300000,662,3400000,11400000,19100000,9900000,13.88888888888889
4,9500000,21300000,353,22900000,2300000,21400000,11100000,13.88888888888889
4,2300000,5400000,490,6200000,3700000,5500000,2100000,12.777777777777779
2,8400000,23100000,689,5700000,2500000,18900000,11900000,7.222222222222222
5,700000,2100000,863,100000,1200000,2700000,600000,11.666666666666668
2,1200000,4100000,497,2700000,700000,3700000,1300000,8.333333333333334
4,6600000,14300000,371,10800000,9500000,18500000,7400000,8.333333333333334
5,7600000,17500000,510,9100000,3500000,15700000,9800000,7.222222222222222
5,7400000,16200000,778,17000000,2700000,19400000,9200000,5.0
0,4700000,10600000,512,8400000,4000000,12300000,7000000,15.0
2,4600000,14800000,410,12900000,6800000,16100000,5800000,7.222222222222222
2,3900000,7700000,421,9700000,7500000,14100000,2100000,9.444444444444445
5,6600000,25800000,670,4600000,7200000,20600000,8500000,9.444444444444445
4,5900000,16800000,481,6900000,11400000,19500000,3300000,8.333333333333334
0,9400000,29900000,302,12300000,1500000,35700000,8200000,10.555555555555555
1,3300000,10800000,550,6000000,3800000,11000000,4700000,5.0
4,1000000,3800000,611,1700000,1800000,2500000,600000,5.0
3,4100000,15900000,538,3900000,800000,8800000,5700000,10.555555555555555
5,3300000,8400000,520,500000,6300000,11000000,4000000,13.88888888888889
3,7600000,26400000,867,9200000,700000,27900000,7400000,11.666666666666668
2,5300000,16700000,339,4600000,3300000,12000000,4100000,13.88888888888889
2,6100000,15500000,758,8900000,4000000,13300000,7200000,8.333333333333334
1,3400000,9700000,830,3500000,6400000,10300000,4800000,15.0
4,2900000,9400000,780,2900000,2800000,6700000,4300000,11.666666666666668
0,3000000,7000000,781,7200000,600000,11700000,2700000,9.444444444444445
2,8000000,20000000,502,4100000,2200000,31600000,9900000,5.0
5,6400000,20000000,594,100000,2100000,16500000,5500000,10.555555555555555
5,6600000,13600000,861,11700000,8400000,14600000,5400000,6.111111111111111
5,400000,800000,759,100000,500000,1300000,300000,5.0
4,5500000,18200000,797,-100000,4900000,18600000,4800000,12.777777777777779
0,1800000,5700000,306,500000,700000,5600000,1700000,13.88888888888889
5,6800000,19300000,865,12100000,100000,22900000,9000000,7.222222222222222
2,6800000,15500000,338,9900000,1200000,21800000,8500000,10.555555555555555
2,5300000,21200000,516,2200000,5000000,20900000,7700000,11.666666666666668
3,8900000,19300000,767,12000000,2200000,24700000,7700000,10.555555555555555
3,2000000,4700000,673,800000,3400000,5900000,1500000,11.666666666666668
0,600000,1800000,511,300000,200000,2200000,400000,10.555555555555555
3,5000000,11600000,311,6400000,9600000,14600000,4300000,12.777777777777779
0,9400000,28300000,761,22500000,14800000,30800000,10100000,15.0
1,1700000,6600000,797,2800000,1900000,6100000,1300000,6.111111111111111
1,2800000,9100000,436,3600000,500000,7800000,3600000,10.555555555555555
5,4300000,14500000,302,12500000,4300000,12500000,5100000,10.555555555555555
5,7200000,27100000,535,8400000,12800000,28100000,4800000,10.555555555555555
2,1700000,3500000,693,2200000,1400000,4800000,1700000,15.0
5,6500000,23200000,713,6700000,1400000,13400000,7200000,13.88888888888889
0,1600000,3400000,867,-100000,2700000,4300000,1300000,8.333333333333334
5,3700000,11700000,413,8400000,5500000,12000000,2700000,6.111111111111111
1,200000,400000,882,400000,100000,300000,0,15.0
2,6400000,16900000,472,11100000,6000000,16300000,4500000,12.777777777777779
5,5900000,15600000,730,12600000,4700000,15900000,5900000,5.0
4,700000,1800000,874,1600000,1000000,1300000,300000,8.333333333333334
3,8400000,29500000,661,14600000,3400000,28900000,10900000,15.0
2,3900000,9700000,539,4400000,7600000,7900000,5100000,8.333333333333334
2,7200000,17000000,856,18100000,12700000,15800000,6000000,9.444444444444445
4,6300000,14500000,349,3800000,12300000,16500000,5700000,9.444444444444445
4,1100000,3600000,711,2500000,500000,3600000,600000,11.666666666666668
4,5500000,20200000,611,13700000,5700000,15100000,7200000,11.666666666666668
5,8000000,29800000,867,17700000,14100000,22800000,9200000,13.88888888888889
0,6800000,17300000,841,10500000,8600000,16000000,8700000,13.88888888888889
5,9200000,23600000,656,1400000,11200000,36400000,4900000,10.555555555555555
5,4300000,13800000,618,9600000,800000,14000000,2400000,13.88888888888889
4,3500000,10200000,333,7600000,6400000,8100000,3400000,10.555555555555555
3,7500000,28300000,367,9200000,11300000,22700000,7000000,10.555555555555555
3,4600000,13600000,729,1300000,8900000,17200000,5900000,15.0
3,3200000,6900000,735,1500000,3700000,9200000,3100000,15.0
3,5900000,19200000,442,9500000,500000,18300000,4700000,9.444444444444445
1,8700000,28300000,402,20400000,13600000,27900000,10200000,8.333333333333334
4,8100000,28100000,672,5600000,9200000,17200000,9500000,10.555555555555555
1,1300000,5000000,610,3400000,800000,4500000,900000,6.111111111111111
0,7800000,29100000,435,21100000,13000000,17300000,9700000,15.0
4,4200000,9600000,863,7400000,900000,9100000,3400000,15.0
0,900000,3600000,683,1400000,700000,3500000,400000,9.444444444444445
1,6600000,19700000,758,16000000,4400000,18800000,9500000,10.555555555555555
1,200000,600000,511,500000,100000,800000,200000,5.0
4,6600000,20500000,856,18800000,5400000,15100000,9400000,8.333333333333334
5,3000000,7600000,413,2300000,3500000,11400000,1700000,7.222222222222222
1,3100000,11500000,871,1500000,2400000,7100000,3600000,6.111111111111111
2,4200000,16800000,771,6500000,4500000,10500000,5800000,6.111111111111111
1,9500000,30500000,430,5400000,8000000,30800000,10500000,10.555555555555555
1,5600000,11700000,707,4500000,800000,19000000,3900000,7.222222222222222
4,1600000,4800000,641,4200000,1000000,4100000,1400000,15.0
2,8700000,19900000,829,7500000,10500000,20200000,8400000,9.444444444444445
1,8700000,27500000,815,8000000,13400000,23600000,5900000,12.777777777777779
4,5800000,18500000,436,1400000,5500000,17100000,6500000,12.777777777777779
0,7700000,29300000,801,6200000,11800000,23400000,4700000,11.666666666666668
2,4700000,17700000,675,5800000,7200000,13100000,6500000,11.666666666666668
5,1100000,4300000,388,3200000,1400000,3300000,1600000,9.444444444444445
4,4100000,11600000,854,500000,6900000,12700000,5700000,11.666666666666668
3,4100000,12200000,457,700000,500000,14100000,4900000,5.0
1,4400000,12100000,884,9800000,6500000,15000000,6000000,6.111111111111111
0,9600000,23200000,389,1000000,17600000,22200000,8800000,13.88888888888889
4,3200000,10600000,693,7800000,4900000,10400000,1800000,12.777777777777779
4,4400000,16600000,889,800000,1400000,14900000,5900000,11.666666666666668
5,5400000,18600000,538,7700000,2700000,18800000,4000000,5.0
0,2000000,5900000,900,3800000,2400000,7100000,3000000,10.555555555555555
4,3800000,11100000,857,11300000,7400000,11700000,4700000,12.777777777777779
0,800000,2600000,618,300000,1200000,2000000,500000,5.0
5,6800000,22600000,804,3500000,12500000,18200000,9900000,5.0
4,8600000,22600000,729,300000,16200000,20500000,11900000,11.666666666666668
0,7600000,27600000,437,10000000,11200000,27600000,6800000,5.0
3,300000,1000000,641,700000,200000,1100000,200000,8.333333333333334
3,8400000,20500000,796,22900000,10500000,17600000,11200000,10.555555555555555
1,8400000,26200000,643,19400000,11500000,17900000,6900000,11.666666666666668
2,2400000,8800000,421,3200000,1500000,6700000,1400000,13.88888888888889
4,2000000,6700000,633,100000,800000,4800000,2000000,10.555555555555555
2,5000000,14600000,808,4400000,3500000,17300000,3100000,9.444444444444445
5,3900000,9000000,340,4900000,6800000,9000000,5200000,8.333333333333334
4,8800000,27100000,406,16300000,6200000,26100000,5800000,5.0
0,7200000,15600000,362,2700000,2400000,20800000,5900000,5.0
4,5800000,14000000,530,3800000,11300000,22200000,5400000,12.777777777777779
0,8200000,20900000,766,4400000,12300000,18400000,12100000,11.666666666666668
4,8000000,19200000,682,2500000,8900000,19000000,5300000,13.88888888888889
5,700000,1700000,757,1900000,200000,2100000,600000,13.88888888888889
1,5100000,11500000,747,5000000,8900000,14100000,7000000,6.111111111111111
0,8400000,19800000,674,500000,12200000,27400000,10700000,12.777777777777779
5,3800000,10100000,571,7400000,6600000,12600000,3300000,5.0
3,6700000,15500000,492,2100000,2000000,26300000,9400000,13.88888888888889
0,2200000,8300000,585,3600000,1700000,4300000,1900000,9.444444444444445
1,2800000,6800000,596,7900000,400000,7300000,1500000,13.88888888888889
0,1500000,4100000,789,3600000,1600000,5800000,1300000,10.555555555555555
1,8400000,29900000,476,16100000,2400000,32700000,7500000,12.777777777777779
4,4200000,14600000,324,6300000,5900000,11700000,3000000,7.222222222222222
2,3300000,7900000,829,4800000,2100000,13200000,2600000,15.0
3,9100000,19900000,711,2200000,17900000,24300000,13000000,5.0
0,2600000,8200000,722,3500000,4200000,7100000,3200000,8.333333333333334
5,7100000,14500000,664,5300000,12900000,15700000,9200000,11.666666666666668
0,8600000,23600000,361,25800000,5300000,24700000,7500000,5.0
3,7800000,27700000,430,2000000,8000000,26100000,5300000,7.222222222222222
5,7200000,17500000,380,2300000,400000,17500000,6200000,6.111111111111111
2,7100000,16500000,857,3700000,10700000,18500000,8200000,11.666666666666668
3,9700000,37800000,700,13400000,6100000,25800000,11900000,10.555555555555555
0,4700000,17000000,802,3600000,1600000,17800000,2700000,13.88888888888889
2,1700000,5100000,321,2000000,2800000,5100000,1500000,13.88888888888889
4,9400000,32200000,898,27600000,11800000,19500000,8600000,7.222222222222222
5,8300000,23100000,459,5500000,14300000,28400000,5500000,6.111111111111111
1,3600000,13700000,548,9900000,2400000,8900000,4100000,9.444444444444445
2,700000,2600000,429,1600000,1300000,2700000,800000,10.555555555555555
4,1300000,3500000,512,3300000,1400000,3200000,700000,10.555555555555555
4,6900000,16500000,426,3900000,5200000,18300000,9000000,8.333333333333334
4,4000000,11000000,791,500000,4700000,10300000,3000000,8.333333333333334
5,3500000,11800000,642,2300000,2900000,11900000,3600000,6.111111111111111
3,4000000,14700000,376,3000000,6200000,8900000,4200000,8.333333333333334
1,3300000,11700000,682,3500000,5500000,12300000,1600000,6.111111111111111
3,6400000,14400000,546,10600000,10000000,21200000,5100000,9.444444444444445
0,9500000,24800000,564,17400000,16000000,19600000,12000000,5.0
4,7200000,26000000,571,4700000,0,22600000,4200000,7.222222222222222
5,6900000,19200000,408,10000000,5000000,24900000,9000000,10.555555555555555
0,6500000,16200000,812,17200000,10700000,20200000,6200000,6.111111111111111
1,7400000,17200000,899,16500000,8700000,16700000,4900000,8.333333333333334
2,3000000,7800000,555,6600000,2700000,9600000,1700000,11.666666666666668
1,5000000,19400000,410,11600000,6200000,11700000,4500000,9.444444444444445
3,5600000,19900000,551,14000000,4200000,16100000,4500000,12.777777777777779
4,5500000,20000000,666,3800000,4700000,18000000,7900000,8.333333333333334
5,2400000,8600000,309,500000,600000,5700000,2800000,8.333333333333334
0,9300000,25000000,362,14900000,16100000,32300000,11000000,11.666666666666668
5,3600000,12400000,333,8800000,1000000,10700000,4000000,8.333333333333334
2,6900000,15600000,352,13000000,5300000,22600000,10000000,7.222222222222222
2,8400000,20700000,513,500000,16400000,18800000,7900000,7.222222222222222
4,7600000,29900000,445,4800000,13900000,18400000,5700000,13.88888888888889
1,2400000,5600000,379,3700000,600000,7200000,3400000,12.777777777777779
4,2300000,6000000,676,6000000,400000,4800000,2200000,8.333333333333334
1,7700000,25500000,549,18100000,10600000,20500000,7000000,10.555555555555555
0,4900000,16500000,600,11100000,2200000,12000000,6500000,6.111111111111111
4,7900000,31400000,654,16500000,15200000,25400000,5000000,9.444444444444445
3,4000000,10600000,318,1500000,5100000,8000000,4900000,9.444444444444445
0,1000000,2800000,616,700000,700000,3900000,700000,10.555555555555555
5,2800000,8200000,615,7400000,3300000,6700000,2700000,11.666666666666668
2,3700000,13500000,820,4700000,1600000,14000000,5300000,6.111111111111111
0,7900000,24000000,728,18600000,15600000,21800000,7400000,15.0
3,2200000,6400000,318,1400000,2100000,4300000,1500000,5.0
2,3500000,14000000,355,8700000,1600000,11800000,2900000,5.0
0,9300000,20300000,759,27000000,11600000,26500000,10900000,11.666666666666668
4,1900000,3800000,785,1000000,600000,6100000,1500000,15.0
5,700000,2400000,447,1300000,700000,2600000,800000,12.777777777777779
1,3100000,10600000,665,6200000,800000,9500000,3900000,11.666666666666668
4,2500000,5100000,695,1100000,4100000,6700000,3500000,15.0
2,1500000,4500000,826,3200000,1700000,4600000,1600000,11.666666666666668
1,5700000,19100000,649,9400000,10200000,16400000,4500000,10.555555555555555
2,4400000,16500000,879,7800000,7500000,10300000,5400000,12.777777777777779
3,7000000,18900000,691,6300000,7400000,15200000,3900000,5.0
3,8600000,23200000,894,22100000,13900000,29200000,4500000,10.555555555555555
4,8800000,34200000,844,18700000,11000000,20700000,10700000,12.777777777777779
5,600000,2300000,347,0,0,1900000,200000,6.111111111111111
4,7100000,19800000,530,7100000,3400000,20900000,7100000,13.88888888888889
2,4800000,15800000,860,1700000,3300000,13400000,5100000,15.0
3,3400000,12400000,730,2500000,3900000,12200000,4600000,5.0
2,2300000,9000000,583,3600000,1300000,6900000,3400000,7.222222222222222
4,8200000,17300000,588,9700000,1200000,20700000,4800000,10.555555555555555
2,1100000,3400000,426,300000,800000,3900000,1400000,9.444444444444445
5,2600000,9100000,852,3700000,700000,10300000,3300000,8.333333333333334
0,3100000,11100000,504,3500000,4600000,11400000,1800000,8.333333333333334
2,8200000,27800000,827,11500000,8700000,26000000,10700000,12.777777777777779
3,9400000,32100000,617,22700000,5800000,29400000,11400000,9.444444444444445
3,300000,700000,735,900000,200000,900000,400000,15.0
2,3800000,9400000,383,8300000,500000,9200000,2300000,12.777777777777779
5,9700000,37000000,459,28700000,17900000,22800000,5600000,11.666666666666668
5,7300000,19600000,373,10400000,4700000,19500000,10600000,9.444444444444445
5,1600000,4000000,529,300000,1200000,5300000,2000000,13.88888888888889
4,5600000,14800000,656,9600000,9200000,11600000,6500000,15.0
2,2100000,5600000,426,400000,300000,7100000,1200000,12.777777777777779
1,6500000,18300000,722,11900000,8600000,19200000,4500000,9.444444444444445
0,5300000,10900000,707,12900000,2600000,12700000,7600000,13.88888888888889
5,5800000,13700000,369,10500000,2700000,12100000,3000000,7.222222222222222
4,4200000,15900000,375,7200000,7900000,16200000,3000000,11.666666666666668
2,5100000,19100000,457,13200000,5100000,16400000,7600000,8.333333333333334
4,5800000,13500000,816,13800000,9300000,20400000,7900000,11.666666666666668
2,3200000,6300000,339,300000,4900000,7300000,2700000,9.444444444444445
3,5300000,20800000,487,9700000,3400000,18500000,4200000,7.222222222222222
0,2000000,6900000,404,4900000,1600000,4200000,3000000,6.111111111111111
3,4300000,11200000,556,11000000,4300000,14500000,5100000,7.222222222222222
0,5600000,19300000,544,6400000,2800000,19900000,6400000,13.88888888888889
1,2800000,6700000,322,1900000,2000000,8600000,2100000,10.555555555555555
0,9800000,23900000,459,1000000,13400000,21100000,7200000,11.666666666666668
1,500000,1900000,868,200000,500000,1800000,300000,10.555555555555555
0,9600000,20100000,427,7200000,2300000,34500000,7400000,12.777777777777779
0,6000000,22900000,302,12200000,6500000,17700000,7100000,12.777777777777779
1,4000000,9400000,509,1000000,4100000,10800000,5500000,8.333333333333334
4,800000,2800000,645,900000,1400000,2300000,600000,12.777777777777779
4,800000,2100000,353,700000,300000,2900000,1200000,7.222222222222222
3,5000000,17600000,303,6300000,9600000,12800000,6900000,8.333333333333334
5,6300000,20100000,774,15600000,11800000,16200000,5800000,10.555555555555555
3,8100000,30400000,606,900000,1100000,31900000,11600000,10.555555555555555
5,4800000,16300000,523,8800000,2300000,10000000,2800000,6.111111111111111
3,5100000,14500000,306,700000,8800000,11600000,2900000,10.555555555555555
5,8200000,20900000,726,11400000,4800000,26000000,8400000,11.666666666666668
2,7700000,15400000,524,12900000,5100000,21000000,6600000,13.88888888888889
4,600000,2100000,558,1300000,1000000,2200000,300000,7.222222222222222
1,1600000,6300000,721,3000000,600000,5200000,900000,5.0
2,4900000,13800000,586,9900000,1400000,9900000,7000000,5.0
3,9100000,29300000,508,19000000,5100000,31600000,11900000,5.0
4,1200000,4400000,709,2800000,2300000,4100000,1700000,7.222222222222222
3,2900000,8500000,564,1000000,3100000,7500000,1800000,10.555555555555555
2,2700000,5700000,850,3500000,5000000,10500000,3900000,8.333333333333334
4,5700000,14400000,645,14500000,8600000,12900000,4700000,10.555555555555555
2,200000,700000,641,600000,200000,600000,100000,12.777777777777779
4,4800000,10100000,634,9200000,300000,15000000,6900000,10.555555555555555
5,6600000,16000000,811,13100000,5000000,14700000,5000000,10.555555555555555
5,4400000,14100000,663,5300000,4900000,17500000,2600000,9.444444444444445
3,7400000,28800000,391,20000000,7900000,23600000,7200000,8.333333333333334
1,4600000,16700000,407,13000000,6000000,9800000,2800000,12.777777777777779
4,7600000,29000000,739,22100000,8100000,22100000,8800000,8.333333333333334
1,2900000,11500000,431,3600000,3800000,5900000,3100000,15.0
3,3700000,8500000,853,8300000,5700000,7500000,4900000,15.0
4,6400000,21300000,332,3600000,9100000,16200000,8000000,15.0
0,2900000,9700000,820,6700000,1600000,9100000,3900000,5.0
3,6500000,16500000,551,5300000,800000,18500000,7600000,6.111111111111111
0,4500000,12400000,719,10300000,200000,9200000,3100000,13.88888888888889
1,3500000,13500000,824,8400000,3900000,11600000,4100000,10.555555555555555
5,9200000,28100000,448,22300000,3300000,33200000,10700000,9.444444444444445
4,400000,900000,339,700000,200000,800000,200000,13.88888888888889
4,600000,1400000,507,200000,300000,1700000,400000,6.111111111111111
2,4400000,9800000,712,5400000,200000,8800000,6400000,13.88888888888889
0,2900000,9900000,312,1800000,4500000,11200000,3700000,8.333333333333334
0,2800000,5600000,842,0,1300000,6100000,1900000,8.333333333333334
1,8100000,25400000,477,4500000,13200000,23200000,4400000,7.222222222222222
4,400000,1000000,447,0,300000,900000,300000,9.444444444444445
2,2000000,6200000,696,4100000,600000,5400000,1300000,12.777777777777779
2,4500000,9100000,593,-100000,600000,12400000,2500000,13.88888888888889
5,800000,1800000,881,300000,1100000,2600000,400000,8.333333333333334
3,2200000,8800000,877,5000000,1300000,6400000,3100000,5.0
3,900000,2500000,529,900000,300000,3200000,700000,15.0
3,3200000,9100000,376,4500000,800000,9000000,1700000,13.88888888888889
0,700000,1800000,400,1500000,1100000,2200000,300000,10.555555555555555
2,2700000,9400000,701,400000,3400000,9900000,1900000,11.666666666666668
5,1800000,6800000,457,2200000,1100000,3800000,1400000,13.88888888888889
1,9800000,21200000,885,18000000,16400000,37300000,10800000,6.111111111111111
2,3900000,8300000,523,800000,300000,9900000,2300000,13.88888888888889
0,5500000,15300000,859,4600000,9500000,21400000,2900000,6.111111111111111
0,2800000,9900000,742,4900000,1300000,6700000,1700000,8.333333333333334
2,4600000,17500000,597,11400000,6100000,14100000,4100000,15.0
1,2600000,7200000,349,5900000,1400000,9400000,3000000,8.333333333333334
2,2500000,9600000,636,900000,1000000,7300000,2000000,6.111111111111111
2,6100000,23500000,510,9000000,9500000,12400000,3400000,11.666666666666668
2,3000000,6500000,476,7900000,300000,9400000,1500000,6.111111111111111
0,9400000,33000000,616,15400000,5000000,25100000,7800000,6.111111111111111
2,3100000,8700000,544,5300000,1100000,12200000,1500000,13.88888888888889
2,8400000,26300000,419,22900000,7900000,29200000,6200000,6.111111111111111
4,7200000,16900000,702,15900000,7100000,22000000,9600000,6.111111111111111
3,3600000,9500000,748,7700000,2400000,9700000,2600000,12.777777777777779
4,1900000,4800000,656,1500000,1600000,5400000,1700000,10.555555555555555
2,5100000,13300000,313,5900000,7900000,18000000,3900000,11.666666666666668
3,6800000,23900000,565,18800000,2800000,18800000,6700000,10.555555555555555
1,1600000,4500000,673,1900000,2700000,3700000,1300000,11.666666666666668
3,8900000,19100000,807,2300000,16500000,29900000,10400000,7.222222222222222
4,8600000,17400000,787,11700000,10600000,18400000,10600000,5.0
3,1100000,2100000,737,2900000,2000000,2500000,900000,8.333333333333334
4,600000,1800000,851,100000,1100000,2100000,800000,7.222222222222222
0,300000,900000,436,0,400000,600000,200000,15.0
1,1000000,3000000,614,1800000,1700000,3700000,700000,13.88888888888889
